"63","Android"
"64","Commodore Amiga","Commodore Amiga 500","Commodore Amiga 1200","Commodore Amiga 600","Commodore Amiga 2000","Commodore Amiga 3000","Commodore Amiga 4000","Commodore Amiga 500+","Commodore Amiga 1000","Commodore A500","Commodore A1200","Commodore A600","Commodore A2000","Commodore A3000","Commodore A4000","Commodore A500+","Commodore A1000","Amiga","Amiga 500","Amiga 1200","Amiga 600","Amiga 2000","Amiga 3000","Amiga 4000","Amiga 500+","Amiga 1000","A500","A1200","A600","A2000","A3000","A4000","A500+","A1000"
"65","Amstrad CPC 464","Amstrad CPC 472","Amstrad CPC 664","Amstrad CPC 6128","Amstrad CPC 464 Plus","Amstrad CPC 6128 Plus","Amstrad CPC 464+","Amstrad CPC 6128+","Amstrad 464 Plus","Amstrad 6128 Plus","Amstrad 464+","Amstrad 6128+","CPC 464","CPC 472","CPC 664","CPC 6128","CPC 464 Plus","CPC 6128 Plus","CPC 464+","CPC 6128+","464 Plus","6128 Plus","464+","6128+"
"66","Commodore 64","C64"
"67","Yeno Super Cassette Vision","Epoch Super Cassette Vision","Super Cassette Vision"
"68","SNK Neo-Geo MVS","Neo-Geo MVS"
"69","Sega ST-V","ST-V"
"70","SNK Neo-geo CD-Rom","Neo-geo CD-Rom","SNK Neo-geo CD","Neo-geo CD"
"72","NEC PC-FX","PC-FX"
"73","Commodore Vic-20","Vic-20"
"74","Casio PV-1000","PV-1000"
"75","MAME","Arcade","FBA","MESS","MAME4ALL","AdvanceMAME","AdvMAME","MAME-LibRetro","MAME-MAME4ALL","MAME-ADVMAME","FBA-LibRetro"
"76","Sinclair ZX-Spectrum","ZX-Spectrum"
"77","Sinclair ZX-81","ZX-81"
"78","Entex Adventure Vision","Adventure Vision"
"79","Sharp X68000","X68000","Sharp X68k","X68k"
"80","Fairchild Channel F","Channel F","Fairchild Video Entertainment System","Fairchild VES","Video Entertainment System","VES"
"81","World of Wonder Action Max","WoW Action Max","Action Max"
"82","SNK Neo-geo Pocket Color","Neo-geo Pocket Color","SNK Neo-geo PC","Neo-geo PC","SNK NGPC","NGPC"
"83","Aamber Pegasus"
"84","Acorn Archimedes","Archimedes"
"85","Acorn Electron","Electron"
"86","Apple II","Apple II+","Apple IIC","Apple IIC+","Apple IIC Plus","Apple IIE","Apple IIGS","Apple 2","Apple 2+","Apple 2C","Apple 2C+","Apple 2C Plus","Apple 2E","Apple 2GS","Apple III","Apple 3","Apple I","Apple 1"
"87","Amstrad GX-4000","GX-4000"
"88","Camputers Lynx","Camputers Lynx 48","Camputers Lynx 96","Camputers Lynx 128","Lynx 48","Lynx 96","Lynx 128"
"89","Coleco Adam","Adam"
"90","Mega Duck","Cougar Boy"
"91","Dragon 32/64","Dragon 32","Dragon 64"
"92","EACA EG-2000 Colour Genie","EACA Colour Genie","EACA EG-2000","Colour Genie","EG-2000"
"93","Electonika BK","Electonika BK-0010","Electonika BK-0010.01","Electonika BK-0010Sh","Electonika BK-0011","Electonika BK-0011M","BK-0010","BK-0010.01","BK-0010Sh","BK-0011","BK-0011M"
"94","Emerson Radio Arcadia 2001","Arcadia 2001","Emerson 2001","Advision Home Arcade","Bandai Arcadia","Tele-Fever","Leonardo","HMG-2650","Home Arcade Centre","Intercord XL 2000 System","Leisure-Vision","Tunix Home Arcade","Schmid TVG-2000","Tele-computer Cosmos","Intelligent Game MPT-03","Hanimex MPT-03","ITMC MPT-03","Dynavision","P.I.C Ekusera","Poppy MPT-03 Tele Computer Spiel","Prestige Video Computer Game MPT-03","Rowtron 2000","Rowtron Video Computer Game MPT-03","Soundic MPT-03","Tempest Video Computer Game","Tobby MPT-03","Tryom Video Game Center","GrandStand Video Master","UVI Compu-Game","Intervision 2001","Ormatu 2001","Sheen Home Video Centre 2001","Tele Brain","Palladium Video Computer Game","Polybrain Video Computer Game","Trakton Computer Video Game"
"95","Epoch Game Pocket Computer","Game Pocket Computer"
"96","Exelvision EXL 100","EXL 100"
"97","Fujitsu FM-7","Fujitsu Micro 7","FM-7","FM-NEW 7","FM-77","FM-77AV","FM-8"
"98","Casio Loopy","Loopy"
"99","Commodore Plus/4","Plus/4","Commodore 16","Commodore Minus/60","Minus/60"
"100","Funtech Super A&apos;Can","Super A&apos;Can"
"101","Game Park 32","GP32"
"102","GCE Vectrex","Vectrex"
"103","Hartung Game Master","Game Master","Systema 2000","Super Game","Game Tronic"
"104","Magnavox Odyssey²","Magnavox Odyssey2","Philips Videopac","Radiola Videopac","Schneider Videopac","Siera Videopac","Brandt Jopac","Continental Edision Jopac","Sabe Jopac","Philips Videopac G7000","Philips Videopac C52","Radiola Videopac Jet 25","Philips Videopac G7200","Radiola Videopac Jet 27","Schneider Videopac 7200","Magnavox Odyssey²","Magnavox Odyssey2","Philips Videopac","Radiola Videopac","Schneider Videopac","Siera Videopac","Brandt Jopac","Continental Edision Jopac","Sabe Jopac","Philips Videopac G7000","Philips Videopac C52","Philips Videopac N60","Radiola Videopac Jet 25","Philips Videopac G7200","Radiola Videopac Jet 27","Schneider Videopac 7200","Philips Videopac+ G7400","Radiola Videopac Jet 47","Radiola Videopac Jet 74+","Brandt Japac JO7400","Continental Edison Jopac JO 1450","Philips Videopac C7420","Philips Videopac G7401","Radiola Videopac Jet 471","Radiola Videopac Jet 741+","Odyssey²","Odyssey2","Videopac","Jopac","Videopac G7000","Videopac C52","Videopac N60","Videopac Jet 25","Videopac G7200","Videopac Jet 27","Videopac 7200","Videopac+ G7400","Videopac Jet 47","Videopac Jet 74+","Japac JO 7400","Jopac JO 1450","Videopac C7420","Videopac G7401","Videopac Jet 471","Videopac Jet 741+","G7000","G7200","G7400","JO 7400","JO 1450","C7420","G7401"
"105","NEC PC Engine SuperGrafx","PC Engine SuperGrafx","NEC SuperGrafx","SuperGrafx"
"106","Nintendo Family Computer Disk System","Nintendo Famicom Disk System","Nintendo Famiri Konpyuta Disuku Shisutemu","Nintendo Famikom Disk System","Nintendo FDS","Nintendo FCDS","Nintendo FCD","Nintendo FKDS","Family Computer Disk System","Famicom Disk System","Famiri Konpyuta Disuku Shisutemu","Famikom Disk System","FDS","FCDS","FCD","FKDS"
"107","Nintendo Satellaview","Satellaview","Nintendo BS-X","BS-X"
"108","Bandai Sufami Turbo","Sufami Turbo"
"109","Sega SG-1000","SG-1000","Sega Game 1000","SG-1000 II","SG-1000 2","SC 3000","Othello Multivisio"
"110","Nintendo Power"
"111","Amiga AGA"
"112","Taito Type X","Taito Type X+","Taito Type X7","Taito Type-X²","Taito Type X² Satellite Terminal","Taito Type XZero","Taito Type X³"
"113","Microsoft MSX","Microsoft MSX1","MSX","MSX1"
"114","NEC PC Engine CD-Rom","NEC PC Engine CD","PC Engine CD-Rom","PC Engine CD"
"115","Mattel Intellivision","Intellivision","Mattel Intelliputer","Intelliputer","Mattel Intellivision II","Intellivision II","Mattel Intellivision 2","Intellivision 2","Mattel ECS","INTV III","INTV Super Pro System","Super Pro System"
"116","Microsoft MSX2","MSX2"
"117","Microsoft MSX2Plus","Microsoft MSX2+","MSX2Plus","MSX2+"
"118","Microsoft MSX R Turbo","MSX-R Turbo"
"119","Nintendo GameBoy Advance e-Reader","Nintendo GB Advance e-Reader","Nintendo GBA e-Reader","Nintendo e-Reader","GameBoy Advance e-Reader","GB Advance e-Reader","GBA e-Reader"
"120","VTech V.Smile","V.Smile"
"121","Tiger Game.com","Game.com"
"122","Nintendo 64 DD","N64 DD","64 DD"
"123","ScummVM","ResidualVM"
"124","Mikrosha Computer","Mikrosha"
"125","Pecom 64"
"126","Jupiter Ace","Jupiter Ace 4000","Ace 4000"
"127","Nintendo Super GameBoy","Super GameBoy","Nintendo Super GG","Super GB"
"128","Nintendo Super GameBoy 2","Super GameBoy 2","Nintendo Super GG 2","Super GB 2"
"129","Commodore Amiga CDTV","Amliga CDTV","CDTV"
"130","Commodore Amiga CD32","Amiga CD32"
"131","Tangerince Oric Atmos","Tangerine Oric-1","Tangerine Oric-I","Oric Atmos","Oric-1","Oric-I","Eurêka Oric Atmos","Eurêka Oric Telestrat","Eurêka Oric Nova 64","Eurêka Oric Adresstal","Eurêka Telestrat","Eurêka Nova 64","Eurêka Adresstal"
"133","Philips CD-I","CD-I"
"134","Commodore Amiga CD","Amiga CD"
"135","Microsoft MS-DOS","Microsoft DOS","DOS","MS-DOS","PC-DOS","PC","DosBox","eXoDos","Total DOS Collection","Total DOS","PrBoom"
"136","Microsoft Windows 3.1","Windows 3.1","Win 3.1","W3.1","Microsoft Windows 3.0","Windows 3.0","Win 3.0","W3.0"
"137","Microsoft Windows 95","Microsoft Windows 98","Microsoft Windows 98SE","Microsoft Windows 98SE2","Microsoft Windows Millenium","Windows 95","Windows 98","Windows 98SE","Windows 98SE2","Windows Millenium","Win 95","Win 98","Win 98SE","Win 98SE2","Win Millenium","W95","W98","W98SE","W98SE2"
"138","Microsoft Windows","Microsoft Windows XP","Microsoft Windows 2000","Microsoft Windows Vista","Microsoft Windows 7","Microsoft Windows 8","Microsoft Windows 8.1","Microsoft Windows 10","Windows","Windows XP","Windows 2000","Windows Vista","Windows 7","Windows 8","Windows 8.1","Windows 10","Win XP","Win 2000","Win Vista","Win 7","Win 8","Win 8.1","Win 10","WXP","W2000","W7","W8","W8.1","W10"
"139","Amiga CD32 (hack)"
"141","Thomson TO7","Thomson TO7-70","Thomson TO8","Thomson TO8D","Thomson TO9","Thomson TO9+","TO7","TO7-70","TO8","TO8D","TO9","TO9+","Thomson TO9 Plus","TO9 Plus","Thomson TO","Thomson MO5","Thomson MO5E","Thomson MO5NR","Thomson MO6","Olivetti Prodest PC128","MO5","MO5E","MO5NR","MO6","Thomson MO"
"142","SNK Neo-Geo","Neo-Geo","SNK Neo-Geo AES","Neo-Geo AES","SNK Neo-Geo MVS","Neo-Geo MVS"
"143","Pinball FX2"
"144","Tandy TRS-80 Color Computer","Tandy TRS-80","TRS-80 Color Computer","Tandy TRS-80 CoCo","TRS-80 CoCo","CoCo"
"145","Linux"
"146","Apple Mac-OS","Apple Mac-OSX","Apple OS","Apple OSX","Mac-OSX","Mac-OS","OSX"
"147","Sega Classics"
"148","Irem Classics"
"149","SETA"
"150","Midway Classics"
"151","Capcom Classics"
"152","Raizing/Eighting","Eighting/Raizing","8ing/Raizing","Raizing/8ing","Raizing","R8zing"
"153","TECMO"
"154","SNK Classics"
"155","Namco Classics"
"156","Namco System 22","System 22"
"157","Taito Classics"
"158","Konami Classics"
"159","Jaleco"
"160","Atari Classics"
"161","Nintendo Classics"
"162","Data East Classics"
"163","NMK"
"164","Sammy Classics"
"165","Exidy"
"166","Acclaim"
"167","Psikyo"
"168","non Jeu"
"169","Technos"
"170","American Laser Games"
"171","Atari Jaguar CD-Rom","Atari Jaguar CD","Jaguar CD-Rom","Jaguar CD"
"172","Sony Playstation Minis","Playstation Minis","Sony PS Minis","PS Minis"
"173","Dynax"
"174","Kaneko"
"175","Video System Co."
"176","IGS"
"177","Comad"
"178","Amcoe"
"179","Century Electronics"
"180","Nichibutsu"
"181","Visco"
"182","Alpha Denshi Co."
"183","Coleco"
"184","Playchoice"
"185","Altus"
"186","Banpresto"
"187","SemiCom"
"188","Universal"
"189","Mitchell"
"190","Seibu Kaihatsu"
"191","Toaplan"
"192","Cinematronics"
"193","Incredible Technologies"
"194","Gaelco"
"195","Mega-Tech"
"196","Mega-Play"
"197","Flipper"
"198","Visual Pinball"
"199","Future Pinball"
"200","the Pinball Arcade"
"201","Pinball FX3"
"202","Super Nintendo Entertainment System - Super Mario Mario Hacks","Snes - Super Mario World Hacks"
"203","Megadrive - Sonic The Hedgehog 2 Hacks","Genesis - Sonic The Hedgehog 2 Hacks"
"205","Texas Instruments TI 99/4A","TI-99/4A","TI-99"
"206","Lutro"
"207","Watara Supervision"
"208","PC98","PC9801"
"209","Gottlieb"
"210","Super Nintendo MSU-1","MSU-1","SNES MSU-1"
"211","Pokemon Mini","PokeMini"
"213","MGT SAM Coupé","SAM Coupé"
"214","OpenBOR"
"215","Z-Machine"
"216","Uzebox"
"217","Apple IIGS","apple2gs","appleIIgs"
"218","Spectravideo"
"219","palm","palmos"
"220","Sharp X1","X1"
"221","NEC PC-8801"
"222","TIC-80"
"223","Solarus"
"225","Switch"
"227","Sega Naomi-GD","Naomi GD"
"230","Sega Naomi 2","Naomi 2"
"231","EasyRPG"
"234","Pico-8"
"237","Pocket Challenge V2"
"240","PET"
"241","CreatiVision"
